"o3","co","so2","no2","pm25_frm","pressure","temperature","wind","year","state","yield_per_col","latitude","longitude"
0.03129950986858211,0.7598816665287289,1.5757247818985247,14.757244350874089,43.9,984.2284845666732,59.17666285590297,97.27797941652531,1998.0,4.0,83.0,34.969704,-92.373123
0.02561893378094839,0.8848935736434107,5.081254179722953,22.226057923028783,18.189644012944985,993.1266206237763,67.78854023999999,96.29494947443571,1998.0,12.0,71.0,44.240459,-114.478828
0.031377076770081024,0.7621160062999027,1.8049854869264064,16.714974974500873,17.985484296648185,986.1673261529852,59.7510090212444,98.79445224244311,1999.0,4.0,60.0,34.969704,-92.373123
0.032514377707581234,0.8284926239640883,2.2015117861557476,13.644303461072102,7.515871559633027,802.1189518855964,49.95843182336262,101.84099301760921,1999.0,5.0,76.0,36.116203,-119.681564
0.04270088611111111,1.360130466972477,2.9975734851936218,19.718899885714276,9.321034482758623,933.5620617096773,45.691269132275124,128.97150883470323,1999.0,11.0,48.0,21.094318,-157.498337
0.02671121080080754,0.9130386488717664,5.488539800473371,22.56769322674599,16.72455003599711,993.2353038303343,65.78021655944055,96.80721427278061,1999.0,12.0,66.0,44.240459,-114.478828
0.03822687252412393,0.8037670884293885,6.249487647166364,16.16278551748252,15.665100671140936,993.6857035892791,54.56386412653593,109.4885907917261,1999.0,13.0,81.0,40.349457,-88.986137
0.03860567179061071,0.5320750897371084,6.192163549382717,13.313340529914527,16.113514627111662,991.4227143780489,59.2795153795288,87.53411202808987,1999.0,16.0,50.0,38.526600,-96.726486
0.0287543014193227,0.7440335415525113,3.757784755494505,10.906105961480918,14.354891544931382,1012.8980430492105,69.46662407620818,78.03684942273784,1999.0,17.0,114.0,37.668140,-84.670067
0.0375055765480896,0.428766928493648,4.850314840168539,23.736455,13.850896057347668,989.2213106933918,50.744978980280905,98.53299288716622,1999.0,21.0,85.0,42.230171,-71.530106
0.02627639275766017,0.8798052722448982,3.235804694414021,1.227630765326302,9.199872448979592,861.3954417434402,47.55941214000896,84.87837005278591,1999.0,25.0,70.0,38.456085,-92.288368
0.02946482009773977,0.8068700849369609,4.971644771498417,29.01067344915558,12.25623663578047,985.4424826254356,49.77288188815486,102.82122747549553,1999.0,31.0,70.0,34.840515,-106.248482
0.03936659744510134,0.8112478970183485,5.207798323059031,17.68471179324894,15.811586794462194,991.1385185849056,60.65908427971615,89.01361173730297,1999.0,32.0,46.0,42.165726,-74.948051
0.040128050061996275,0.7877641781198459,5.494305575170432,15.289214546516662,17.000630346690667,879.2411118650135,55.98040434003497,99.09955786162688,1999.0,41.0,51.0,44.299782,-99.438828
0.030837365345281004,0.707797755121639,2.645708328247261,14.046628635687329,12.140397672162948,966.4413755396292,70.2558673881702,87.84412217324258,1999.0,42.0,81.0,35.747845,-86.692345
0.03594606967363402,0.5991516082423038,5.051246406839245,15.51940046133012,14.332741709481551,881.3616121291666,52.265522463888885,116.96579636088155,1999.0,45.0,35.0,44.045876,-72.710686
0.02946240128384214,0.6689359300866634,1.8315564111535383,15.488112140496334,16.046824087440733,880.4155333076578,60.588345883351366,98.60135388569553,2000.0,4.0,70.0,34.969704,-92.373123
0.03163451981112708,0.7227430275529532,2.2114112576530607,14.765189752318276,8.320559930008752,801.6751705820476,49.77271392794638,101.23006292183535,2000.0,5.0,60.0,36.116203,-119.681564
0.04207150561797752,1.144881193989071,3.2609840346820813,18.331156282407406,9.94030888030888,929.8880972335662,49.92393692686358,128.63886243613138,2000.0,11.0,47.0,21.094318,-157.498337
0.024782265613115872,0.770552536847916,4.7319092826712685,21.68416209177217,16.010115606936427,991.9878369135802,65.92621197278912,98.25981102852747,2000.0,12.0,61.0,44.240459,-114.478828
0.034769659571428566,0.7532277169957411,6.255780691860465,15.149471952138482,15.838024544734756,995.9338345706236,53.1333752721136,108.9622746237189,2000.0,13.0,65.0,40.349457,-88.986137
0.033431264019851116,0.6214518884910485,0.7802437658730158,9.119611749427918,11.299137931034487,981.6348953587301,54.41980072635135,88.41615441581632,2000.0,15.0,68.0,42.011539,-93.210526
0.032895831131046174,0.31226400721572517,5.684059785580961,12.998511078693626,16.3356278366112,992.2063303679523,54.849771237128564,92.5400926735537,2000.0,16.0,48.0,38.526600,-96.726486
0.029339215766143522,0.7150835992714023,3.4016037882513666,10.67440082132964,13.659067017082785,1013.4886349697804,67.39797092890993,81.68213329761905,2000.0,17.0,94.0,37.668140,-84.670067
0.032591961664841164,0.33676659045871576,4.259769085243973,13.367228733783783,13.982403680276018,990.2105452884276,49.170482605032184,97.61314916198548,2000.0,21.0,75.0,42.230171,-71.530106
0.023741816438356166,0.8265390116019635,3.7972936939495794,2.1101751833333324,11.242272449602934,863.6155693181819,45.312988321723694,86.48783573087434,2000.0,25.0,88.0,38.456085,-92.288368
0.03376343951296149,0.6547794285529889,0.19737081194690262,11.093996310270745,7.518277680140592,791.7454872686568,45.580118,92.00251761358572,2000.0,27.0,35.0,41.125370,-98.268082
0.0262368560388388,0.7820408772883815,4.835541398836854,29.744709427567344,12.830554994954596,985.475284877603,47.75939309706789,99.39427480530702,2000.0,31.0,80.0,34.840515,-106.248482
0.03743771360480781,0.7132890704895106,4.296066800988003,18.00939135130112,15.637255274662609,990.1996032977098,57.67590916955941,87.00051487440383,2000.0,32.0,49.0,42.165726,-74.948051
0.03667644619386638,0.70714868997943,5.340908857791396,14.257928689267578,16.662755681818183,894.0326271373139,52.40545732988047,101.3526706075949,2000.0,41.0,61.0,44.299782,-99.438828
0.02915384494207406,0.6147085996441275,2.3435128915165158,11.675370388396601,11.453660446300411,956.9405318005613,69.59111059134997,84.09416804779369,2000.0,42.0,79.0,35.747845,-86.692345
0.042905394059405945,1.1100105560396034,2.997706529005525,23.543874103616123,10.090425531914896,812.5332721010102,52.49246175884105,100.77026112581167,2000.0,43.0,41.0,31.054487,-97.563461
0.031413992345544,0.5450296692833627,5.332631839133089,14.488990173258548,14.633309404163677,941.9204660140648,45.16001941942604,119.38152024447513,2000.0,45.0,42.0,44.045876,-72.710686
0.030715854443666923,0.6307407648935477,1.7602715406273166,14.972828658906895,16.373491358024676,862.0905647410195,60.49163133576363,98.7805172702637,2001.0,4.0,61.0,34.969704,-92.373123
0.030114905039566854,0.7009368742056075,2.555095195093458,16.36364159469555,8.96726572528883,803.2076090341233,50.718738517353884,99.70507032567028,2001.0,5.0,55.0,36.116203,-119.681564
0.01873763559322034,0.5270031180507893,4.110801651826484,3.965327755894589,4.401035196687371,879.3039193293413,59.412639369877034,30.482476343045107,2001.0,10.0,87.0,33.040619,-83.643074
0.0367484854517611,1.1406044773358002,11.938156603829162,20.192815290322578,9.19345839345839,933.4104799391424,47.35141317148936,128.3405976520548,2001.0,11.0,46.0,21.094318,-157.498337
0.026643932445290192,0.7984638909981632,4.369308205377906,23.406346834178702,15.745575435203104,994.5708175055681,66.94161576391983,100.44884277712538,2001.0,12.0,76.0,44.240459,-114.478828
0.03640239387044966,0.6657457858328722,5.992904227053141,13.356093090909095,15.678370531663946,995.0666015064021,54.67928184742524,109.79169040599767,2001.0,13.0,76.0,40.349457,-88.986137
0.032731997670083876,0.37281591213389115,0.7499738572549021,9.075440988292684,11.356071428571429,980.8655411663495,57.97445960056926,94.79734129744615,2001.0,15.0,51.0,42.011539,-93.210526
0.03305709473805678,0.378509853238265,4.3347437532281194,11.935772726245657,15.83089115885876,992.254301690411,57.46902529656041,91.96236301780822,2001.0,16.0,78.0,38.526600,-96.726486
0.026317101603638104,0.7973008972222222,3.097762289861752,10.323892437891804,12.462852512155589,1013.2103660027934,67.63450176944707,78.63641270511629,2001.0,17.0,106.0,37.668140,-84.670067
0.03671255488639475,0.30054550160642574,3.520735050332051,18.27103442905405,14.066253478370863,985.3296659541406,50.56086626518919,102.65493290823375,2001.0,21.0,60.0,42.230171,-71.530106
0.03420866305443547,0.6067450554023567,0.6701247624356774,10.147063329000812,7.9606115107913675,805.3721934863015,47.75078023765996,85.34327088401827,2001.0,27.0,50.0,41.125370,-98.268082
0.029077162066525115,0.6892306589701297,5.040976549128237,29.006849360724235,12.928323051037573,985.7649582689014,49.8317437152403,100.10811241597382,2001.0,31.0,70.0,34.840515,-106.248482
0.037329210605152784,0.6868922954545456,3.306356729377714,16.77908860458453,14.133265116279073,992.4195662769955,59.80085657694493,90.34527516844348,2001.0,32.0,44.0,42.165726,-74.948051
0.03619953654786863,0.7014179908386186,4.870936625754791,14.674097107671601,15.065122265122266,879.7427420164835,53.387704764150925,101.12424323291437,2001.0,41.0,59.0,44.299782,-99.438828
0.028849812435106603,0.5690653239638604,1.958645150667629,11.69587788442844,10.804459986241692,964.9407557062565,68.29182868881799,82.88032853079302,2001.0,42.0,79.0,35.747845,-86.692345
0.04285565328628142,0.9366855436,3.2207341864640884,24.12346130453698,11.4216824111561,811.0859271519337,51.464203935685404,106.33053066758497,2001.0,43.0,38.0,31.054487,-97.563461
0.034603139788928,0.5398624533943964,4.148822988906009,14.721710727805693,13.973467192542124,954.7889267026283,47.82257498022599,120.18472954761903,2001.0,45.0,52.0,44.045876,-72.710686
0.03217676460384511,0.586027956310528,1.5395285450331655,14.5083989102107,16.65805048690556,851.0248852724503,60.120219149819384,98.50448702724736,2002.0,4.0,50.0,34.969704,-92.373123
0.019413227272727273,0.5144937395411607,5.541851375634517,4.568234119999999,4.238186462324394,879.176082879452,59.64833967488585,34.541246503652964,2002.0,10.0,136.0,33.040619,-83.643074
0.04000473552894211,0.7717682872687703,4.54648338305709,9.45200109329446,8.619031531531528,933.3023525926089,48.6971982227758,119.130205166998,2002.0,11.0,57.0,21.094318,-157.498337
0.027291331151261235,0.7770029546008531,3.709618152752293,22.8633696564756,14.926759259259248,995.4130316195461,64.7146059464594,99.11634649720743,2002.0,12.0,80.0,44.240459,-114.478828
0.03919527740614334,0.6887998207705192,5.524789499297011,14.02727567762771,15.164514939136849,996.015425323096,54.66887632521589,107.07847369478529,2002.0,13.0,62.0,40.349457,-88.986137
0.029545536300777872,0.4680062461538461,1.2361640372578242,8.233576854912762,11.384471603163188,974.580963253652,56.9277775504587,93.54379485365851,2002.0,15.0,52.0,42.011539,-93.210526
0.03302262869932854,0.384679773433584,3.3529925138167465,10.99380914036201,14.961532873229206,992.2175993945206,58.515656408293104,87.7041438890411,2002.0,16.0,54.0,38.526600,-96.726486
0.02535878238841979,0.6415889262135922,3.4007990611961056,9.385584378816347,11.022408874801897,1013.5436163534246,68.87022181593407,76.53275843824338,2002.0,17.0,124.0,37.668140,-84.670067
0.03756396511031299,0.36483818731343276,2.784669758336456,19.347672344285723,13.597487046632123,972.1228131877963,49.36188046470963,100.91390099461387,2002.0,21.0,77.0,42.230171,-71.530106
0.034567066025360735,0.5519892601351354,3.3532031521987897,11.572771827875297,13.762494341330918,999.2597646657536,51.283942989853905,95.94858892278287,2002.0,24.0,50.0,32.741646,-89.678696
0.024451714836223506,0.667677856837607,3.0791155958677683,3.9324671585976665,7.924437869822485,896.365278596685,45.012668877688355,85.25015883087248,2002.0,25.0,63.0,38.456085,-92.288368
0.034198125948592416,0.6102513203392145,0.3038119691780821,11.14586733581857,8.829239766081871,807.7846702978721,46.36245498221093,92.96308418401016,2002.0,27.0,62.0,41.125370,-98.268082
0.030539327660891104,0.6063764003639674,4.484520873814857,27.586227830910865,12.433895414929905,987.8189151220364,50.89103188831294,102.9676080797121,2002.0,31.0,98.0,34.840515,-106.248482
