0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,27.401682666666662,61.82355902186098,,57.35688129811657,47.93216230220713,53.31787626411422,,73.99115206962026,,,,,53.00254420510958,,,60.952989135249375,,44.42268335580525,,52.66395711088294,42.57340476318743,45.43115677701776,,54.969784475513435,44.73012675131554,,,39.706990277777784,,,,,43.76941305107398,53.434981534936995,42.46751415254237,49.58346470391286,57.99654845327103,,,50.13051904657535,44.76065893023255,68.53836452249952,55.378956824615386,,52.494588351196164,,,50.36309586962962,31.526263793846155
,28.949144462395545,63.33747010585854,66.33449885447762,56.495162053044226,48.49372287798176,54.11751013867131,,73.85183260188089,,60.799911366795364,,,54.21181346036188,,,57.63816045969627,,44.8545108934972,,53.23161612430555,54.74575457797683,42.14391458093126,,57.44561417501439,46.718962793799996,,,41.270509508287304,,62.55521688904109,45.200628666455295,,46.35823953185841,51.28738769274376,,49.66615015553162,52.401809528767124,,,49.93367342424242,61.185912264,67.85744505707814,49.91572141265823,,52.754492897803246,51.80218579746835,,54.04277554364842,31.416246700564965
,25.65100528296703,65.84272269979225,58.88196465405405,58.79899919380699,48.87392689000389,50.36646886674339,,74.14803612931036,,60.41558555244757,31.46879660465116,,52.399847572395714,,,57.34238671256454,,42.312087409226926,60.55613900289855,49.3818654699964,44.65637505212059,42.302080407697346,,54.550263579817546,48.600012186984074,,,39.015376573816155,,62.658570664842685,46.078079757183026,,43.10336944765659,51.53295430472692,,53.58883693683744,29.09800167857143,,,54.580248527131786,54.17500493628809,67.30319306126887,47.28615917479192,,49.564811907563026,53.85662731216695,,48.66922332686416,33.05750902601155
,32.19854068044077,67.37045307115052,,59.349182185439986,46.929504467897075,52.048901870931026,,74.89858456918239,,59.35797871685083,39.948317224657536,,52.39216877322011,,,56.064622520101125,72.33771515887851,43.2975825868201,63.2530492088646,48.440872932096156,49.03509050598243,36.80249884383562,,53.80245768055558,45.90577569093817,,41.17740876229508,35.83740928571429,,64.07690460958904,46.37810946516554,,40.04037872362556,50.612787592465764,,46.57925039250612,61.6592821745283,,,,53.30532019758065,67.14199695146456,46.73755868946896,45.04514190684932,52.42624806376359,49.27332808168925,,49.25551986675498,31.55232722807017
,27.711858767123285,66.41581147740399,,59.9654246406799,49.49959464372873,52.14996202604921,,74.92528974021353,,59.46381482465753,44.68929035714285,66.8885382886179,53.231198971323906,,,56.29326108731808,67.23290822841224,43.09901692666849,62.01815668989901,50.96632890006618,47.502032805967325,38.26612133697632,,55.66846700548847,48.13857701729188,,45.044714784530385,32.155534764367815,,66.73414398491705,47.134000214959066,,40.53513409632107,49.061250684895825,,48.33609942847959,55.09814316850829,60.66796190545454,,,54.08595849360146,68.08343158939775,51.41307995009784,46.672881701886794,53.02201254871395,51.219770457975464,,52.26577204381846,33.66959322562674
,29.0346486630137,68.21378835245078,,61.21891851856141,48.56319138782296,51.84248795179684,,75.18363740384616,74.77404189194914,59.55615390706319,43.110974756232686,68.02967215090091,53.19726797385849,,,55.148307174653866,67.45506369637464,44.64989527509855,62.63544012618296,49.82255482754527,50.825232319734624,40.66132134206083,,54.63113363795941,45.01537703032714,,47.700665445054945,39.451411008522726,73.68180927173911,65.78485849059335,47.82479982587058,59.06859390684931,41.04941114067099,51.86002978677687,,49.59584428390488,56.857551249315065,51.74739923287672,,,52.33453259390049,68.16894951811497,52.23563633587787,,51.024383325936206,51.31936948414179,,52.926001163710794,32.47893451657458
,25.073823678571426,67.83445195277491,,61.21302043698042,49.236921996807084,49.43078138899343,,72.42646880691642,61.51710031949882,60.58142518356165,43.822762063037246,64.88130813483144,51.46306880929183,,,54.85591811861788,67.19902176497693,42.346442027343755,60.50423455258696,49.65656214558282,49.23876548694933,37.477712145645654,,53.470383663929944,42.671963156284065,,49.36409163661201,35.706614524590165,69.78295969398907,64.27563048527475,46.94855501255427,59.184969154545456,37.97109580205479,51.563718787681516,,47.13232106716417,54.778962956284154,52.16216951020408,,,52.44609786836283,67.94549971578348,54.481064770614694,,50.466053456490734,51.35469919571762,,47.41858282850813,32.57669091666667
,29.78452684615384,65.37495478048784,,61.72857053718019,48.33775690730518,51.020181753596475,58.058792004347815,73.9134050630137,59.47565585094471,60.248798893150685,47.37784322185971,64.87169160225444,51.968666024242424,,,54.6261459448915,66.87726187396503,42.77003312158956,60.822419586894576,49.123256564450124,48.86279340872351,39.94978723944806,,53.862479015748015,44.87036623682577,,48.12045832328767,45.48683434496124,71.59516775362319,62.928341469033526,47.37971125825935,58.44217599402986,44.967604321251244,51.473247636644054,,50.618000972458695,55.697143290410956,54.02504086252354,,,51.28350453074433,67.97524115194344,48.90397534928427,,50.875972983286914,51.53542841449731,,45.81687666634538,33.434888278236905
,30.12562308219178,63.74332644306567,,59.17666285590283,49.837221315278875,53.81162445124673,44.80674621359223,74.14002971944443,64.2828472640402,58.76604372853185,45.86624656301369,67.78854024,56.49995079847084,,,59.445401340022535,69.80792129990718,47.939515887278596,63.72353499393326,51.16313186004884,53.10696712896032,47.994877698445606,,57.66702131229048,46.767774114080495,,46.55114744230769,42.78328721913581,72.58831520652174,63.45658899254023,51.319565320122685,61.41033016248348,47.505467030624835,57.78439768992932,,59.40766136352942,60.45801569589041,56.2162057849315,,,54.832873587583144,70.05735062882228,51.38794186704965,,53.9101098837535,52.369892020251775,,50.835674696768955,35.29736232417582
,25.58425601917808,66.41626834349393,,59.75100902124442,49.95843182336263,53.99022787989002,53.869956251396644,70.41855175369459,61.097641022253114,57.607694633608816,45.69126913227514,65.78021655944059,54.56386412653593,,,59.27951537952881,69.46662407620819,50.90315121348315,63.039659746969704,51.47432085077456,50.7449789802809,44.0158536201469,,57.22676686638832,47.55941214000897,,48.76841662719298,43.40959783287671,63.93542290153173,63.63193966183953,49.77288188815485,60.65908427971615,44.43415829055557,54.79266735359116,66.34937019701493,51.05086848695866,49.75400014042553,53.880284454825464,,,55.98040434003497,70.25586738817024,52.016650196868,,52.26552246388889,50.60164889264708,,51.51389254405781,35.083015353424656
